image_id,prediction,confidence
test_00319,4,0.8337011337280273
test_00320,5,0.9476843476295471
test_00321,5,0.47566455602645874
test_00322,2,0.6901329159736633
test_00323,2,0.6102165579795837
test_00324,3,0.6528149247169495
test_00325,1,0.43012556433677673
test_00326,5,0.6329668164253235
test_00327,2,0.9434354305267334
test_00328,2,0.8926926851272583
test_00329,4,0.9544647336006165
test_00330,3,0.9609205722808838
test_00331,1,0.9757280349731445
test_00332,4,0.947376549243927
test_00333,0,0.9928218722343445
test_00334,4,0.9907530546188354
test_00335,2,0.4053812623023987
test_00336,0,0.5950867533683777
test_00337,1,0.9436783790588379
test_00338,5,0.7898624539375305
test_00339,4,0.581285297870636
test_00340,4,0.8652223944664001
test_00341,4,0.9810226559638977
test_00342,2,0.9057779312133789
test_00343,2,0.9071890115737915
test_00344,2,0.9776368141174316
test_00345,5,0.975397527217865
test_00346,3,0.9907902479171753
test_00347,0,0.5434011816978455
test_00348,3,0.9878401160240173
test_00349,4,0.6914808750152588
test_00350,5,0.9868597388267517
test_00351,2,0.42623889446258545
test_00352,4,0.8653727173805237
test_00353,2,0.5400786995887756
test_00354,5,0.9936303496360779
test_00355,5,0.9881282448768616
test_00356,1,0.9409562349319458
test_00357,0,0.9451858997344971
test_00358,1,0.29828399419784546
test_00359,5,0.9595467448234558
test_00360,2,0.6052611470222473
test_00361,0,0.5380722880363464
test_00362,3,0.6309381723403931
test_00363,1,0.8380817770957947
test_00364,1,0.7467519640922546
test_00365,3,0.907829225063324
test_00366,5,0.9951387643814087
test_00367,5,0.9975906610488892
test_00368,4,0.5327209830284119
test_00369,0,0.9955307841300964
test_00370,4,0.7025234699249268
test_00371,0,0.9988239407539368
test_00372,0,0.9879385828971863
test_00373,0,0.8389865756034851
test_00374,3,0.7196981906890869
test_00375,3,0.9757744669914246
test_00376,3,0.9802127480506897
test_00377,1,0.9550514817237854
test_00378,1,0.8517974615097046
test_00379,3,0.9594759345054626
test_00380,3,0.9824333190917969
test_00381,2,0.7518529295921326
test_00382,2,0.8183143138885498
test_00383,5,0.9829632043838501
test_00384,5,0.6185550093650818
test_00385,5,0.7594049572944641
test_00386,0,0.7871876955032349
test_00387,4,0.9563570022583008
test_00388,0,0.974095344543457
test_00389,0,0.9762358069419861
test_00390,3,0.6534203886985779
test_00391,0,0.7779738306999207
test_00392,0,0.9792904853820801
test_00393,0,0.5051618814468384
test_00394,2,0.66530841588974
test_00395,5,0.4933696985244751
test_00396,5,0.9943104982376099
test_00397,5,0.6811361312866211
test_00398,3,0.7934089303016663
test_00399,1,0.9503872990608215
test_00400,4,0.6337427496910095
test_00401,5,0.6060028076171875
test_00402,3,0.8968245387077332
test_00403,2,0.7661957144737244
test_00404,5,0.6469886302947998
test_00405,0,0.9934480786323547
test_00406,2,0.3706527054309845
test_00407,5,0.41200879216194153
test_00408,5,0.9928653240203857
test_00409,5,0.612761914730072
test_00410,4,0.9622068405151367
test_00411,3,0.7306149005889893
test_00412,1,0.9772840142250061
test_00413,3,0.6790721416473389
test_00414,4,0.9708598852157593
test_00415,4,0.9641178250312805
test_00416,5,0.9948825836181641
test_00417,4,0.9666678309440613
test_00418,0,0.9917107820510864
test_00419,2,0.6793911457061768
test_00420,3,0.5658643245697021
test_00421,0,0.39138373732566833
test_00422,5,0.8750584721565247
test_00423,0,0.9765472412109375
test_00424,3,0.49929967522621155
test_00425,2,0.9312154054641724
test_00426,0,0.9859436750411987
test_00427,5,0.996968686580658
test_00428,2,0.7421772480010986
test_00429,2,0.979621171951294
test_00430,2,0.6585119962692261
test_00431,1,0.9717294573783875
test_00432,3,0.5713472366333008
test_00433,3,0.6239233016967773
test_00434,1,0.977923572063446
test_00435,2,0.7488107681274414
test_00436,0,0.5092644691467285
test_00437,0,0.9429041147232056
test_00438,4,0.45794254541397095
test_00439,3,0.6921725869178772
test_00440,5,0.9930435419082642
test_00441,4,0.903441309928894
test_00442,2,0.9923635721206665
test_00443,1,0.7252485752105713
test_00444,3,0.44843241572380066
test_00445,3,0.9461269974708557
test_00446,1,0.919296383857727
test_00447,4,0.8321736454963684
test_00448,5,0.9953291416168213
test_00449,4,0.9799447059631348
test_00450,2,0.8876726627349854
test_00451,4,0.7949973940849304
test_00452,1,0.968855082988739
test_00453,0,0.9668603539466858
test_00454,0,0.875203549861908
test_00455,3,0.9949325919151306
test_00456,4,0.921086847782135
test_00457,2,0.4654812514781952
test_00458,4,0.9253484010696411
test_00459,4,0.7521498799324036
test_00460,5,0.9747427701950073
test_00461,0,0.7016932368278503
test_00462,5,0.4811570346355438
test_00463,0,0.6814550161361694
test_00464,0,0.5563419461250305
test_00465,0,0.9975134134292603
test_00466,5,0.9808872938156128
test_00467,5,0.4851590692996979
test_00468,4,0.7787436842918396
test_00469,4,0.9227398037910461
test_00470,1,0.5094739198684692
test_00471,3,0.9404872059822083
test_00472,3,0.905576229095459
test_00473,0,0.7268022894859314
test_00474,5,0.993301272392273
test_00475,4,0.9838523864746094
test_00476,1,0.9697257876396179
test_00477,3,0.9912300109863281
test_00478,4,0.9095320701599121
test_00479,1,0.8033335208892822
test_00480,5,0.9534010887145996
test_00481,0,0.7980729937553406
test_00482,5,0.6672085523605347
test_00483,5,0.3593279719352722
test_00484,5,0.7737472653388977
test_00485,4,0.5258401036262512
test_00486,0,0.5972945094108582
test_00487,4,0.88144850730896
test_00488,1,0.9705918431282043
test_00489,4,0.8648638129234314
test_00490,5,0.9335319399833679
test_00491,4,0.6546838879585266
test_00492,0,0.5495260953903198
test_00493,3,0.8582687377929688
test_00494,1,0.9886981248855591
test_00495,2,0.39835548400878906
test_00496,0,0.9988697171211243
test_00497,5,0.9985228180885315
test_00498,5,0.8423819541931152
test_00499,1,0.9731132388114929
test_00500,4,0.8289375305175781
test_00501,3,0.9866399168968201
test_00502,0,0.5887424945831299
test_00503,2,0.972254753112793
test_00504,1,0.967474639415741
test_00505,0,0.4993777275085449
test_00506,2,0.9210712909698486
test_00507,3,0.6687154769897461
test_00508,3,0.8668603301048279
test_00509,0,0.9016442894935608
test_00510,1,0.9685538411140442
test_00511,4,0.9263662695884705
test_00512,1,0.8530488014221191
test_00513,5,0.9983119964599609
test_00514,1,0.9333502650260925
test_00515,5,0.9902515411376953
test_00516,3,0.40902796387672424
test_00517,0,0.9888585805892944
test_00518,0,0.8759620189666748
test_00519,5,0.960224986076355
test_00520,2,0.9118815660476685
test_00521,3,0.9965274930000305
test_00522,1,0.9068939089775085
test_00523,5,0.9631579518318176
test_00524,0,0.9942691326141357
test_00525,0,0.9940150380134583
test_00526,5,0.49987706542015076
test_00527,5,0.4308319687843323
test_00528,1,0.9482552409172058
test_00529,5,0.9299567341804504
test_00530,5,0.4634443521499634
test_00531,4,0.7183352112770081
test_00532,4,0.6599799394607544
test_00533,5,0.9772405028343201
test_00534,2,0.9524404406547546
test_00535,3,0.7366835474967957
test_00536,4,0.8491343855857849
test_00537,1,0.9673182368278503
test_00538,4,0.5790229439735413
test_00539,0,0.39133796095848083
test_00540,5,0.8958565592765808
test_00541,4,0.6741454601287842
test_00542,5,0.7768721580505371
test_00543,3,0.8157715201377869
test_00544,2,0.8078219890594482
test_00545,0,0.8798319101333618
test_00546,5,0.5765470266342163
test_00547,5,0.9849207997322083
test_00548,0,0.9851868748664856
test_00549,0,0.4175794720649719
test_00550,5,0.9119837284088135
test_00551,4,0.5363701581954956
test_00552,0,0.9674274325370789
test_00553,0,0.9271830320358276
test_00554,1,0.8708584904670715
test_00555,0,0.9970470070838928
test_00556,2,0.6232853531837463
test_00557,3,0.6612687706947327
test_00558,1,0.509485125541687
test_00559,2,0.9855452179908752
test_00560,0,0.730638325214386
test_00561,0,0.9815773367881775
test_00562,3,0.6906312108039856
test_00563,5,0.5814529061317444
test_00564,0,0.9408957958221436
test_00565,2,0.9682943224906921
test_00566,4,0.9121214747428894
test_00567,4,0.8819461464881897
test_00568,1,0.9713311195373535
test_00569,3,0.902953028678894
test_00570,3,0.9965596795082092
test_00571,2,0.945025622844696
test_00572,2,0.9941217303276062
test_00573,5,0.8692155480384827
test_00574,1,0.8794029355049133
test_00575,4,0.9714756608009338
test_00576,5,0.9741867184638977
test_00577,5,0.770352303981781
test_00578,2,0.5641452670097351
test_00579,0,0.6044933199882507
test_00580,4,0.8304911851882935
test_00581,5,0.9982802867889404
test_00582,5,0.5675487518310547
test_00583,5,0.9130621552467346
test_00584,4,0.7697203755378723
test_00585,4,0.8070582747459412
test_00586,1,0.9864035844802856
test_00587,0,0.8452237844467163
test_00588,4,0.9698674082756042
test_00589,0,0.8639826774597168
test_00590,0,0.9387366771697998
test_00591,1,0.9749382138252258
test_00592,5,0.9992632269859314
test_00593,3,0.8117966651916504
test_00594,0,0.9651444554328918
test_00595,5,0.8710030913352966
test_00596,1,0.8524417281150818
test_00597,1,0.9562374353408813
test_00598,4,0.9684872031211853
test_00599,1,0.955814003944397
test_00600,5,0.9883104562759399
test_00601,3,0.44145622849464417
test_00602,0,0.9977917671203613
test_00603,4,0.9085114598274231
test_00604,1,0.7702417373657227
test_00605,0,0.9799140095710754
test_00606,1,0.5969467759132385
test_00607,2,0.9611423015594482
test_00608,0,0.9957429766654968
test_00609,1,0.982859194278717
test_00610,0,0.9533364772796631
test_00611,3,0.6999054551124573
test_00612,2,0.9415217041969299
test_00613,0,0.997221827507019
test_00614,0,0.977562665939331
test_00615,0,0.9337270855903625
test_00616,1,0.9475327730178833
test_00617,3,0.8631125092506409
test_00618,1,0.9573975205421448
test_00619,0,0.60782790184021
test_00620,0,0.513363778591156
test_00621,1,0.9652356505393982
test_00622,4,0.5597975254058838
test_00623,0,0.8815485835075378
test_00624,1,0.9770998954772949
test_00625,5,0.8899582624435425
test_00626,3,0.9901342988014221
test_00627,5,0.9672697186470032
test_00628,3,0.5616718530654907
test_00629,1,0.9413501024246216
test_00630,0,0.996494710445404
test_00631,2,0.6127957701683044
test_00632,3,0.9816803932189941
test_00633,5,0.7144321799278259
test_00634,2,0.993946373462677
test_00635,1,0.9080244898796082
test_00636,3,0.9887852668762207
test_00637,5,0.9367737174034119
test_00638,2,0.929731547832489
test_00639,2,0.571909487247467
test_00640,3,0.9904933571815491
test_00641,5,0.9968752861022949
test_00642,4,0.8193538784980774
test_00643,5,0.9922977089881897
test_00644,5,0.8017180562019348
test_00645,1,0.9758652448654175
test_00646,3,0.35209640860557556
test_00647,4,0.954541802406311
test_00648,5,0.5421257615089417
test_00649,1,0.9580592513084412
test_00650,4,0.9723716974258423
test_00651,2,0.6265330910682678
test_00652,4,0.6394038200378418
test_00653,0,0.7134513854980469
test_00654,0,0.5874083638191223
test_00655,1,0.7310000061988831
test_00656,4,0.6651261448860168
test_00657,1,0.9591054916381836
test_00658,3,0.9228224158287048
test_00659,2,0.8067426681518555
test_00660,4,0.9249582290649414
test_00661,1,0.4464453458786011
test_00662,4,0.6262003779411316
test_00663,1,0.9921614527702332
test_00664,5,0.9008840322494507
test_00665,2,0.9969969987869263
test_00666,3,0.5422332882881165
test_00667,1,0.9594624638557434
test_00668,2,0.9221872687339783
test_00669,5,0.8453794121742249
test_00670,3,0.31985729932785034
test_00671,2,0.9914563298225403
test_00672,4,0.4757094979286194
test_00673,5,0.49170002341270447
test_00674,2,0.5330932140350342
test_00675,1,0.8510439395904541
test_00676,3,0.8720176815986633
test_00677,0,0.9936448335647583
test_00678,0,0.8553414940834045
test_00679,1,0.8852551579475403
test_00680,4,0.7874509692192078
test_00681,3,0.916776716709137
test_00682,4,0.9818143248558044
test_00683,5,0.6341863870620728
test_00684,4,0.9432703852653503
test_00685,1,0.9703512787818909
test_00686,3,0.9943888783454895
test_00687,1,0.9247391223907471
test_00688,1,0.9595557451248169
test_00689,1,0.5015820264816284
test_00690,0,0.8394330143928528
test_00691,4,0.90030837059021
test_00692,5,0.9143915772438049
test_00693,2,0.5988318920135498
test_00694,0,0.6553357839584351
test_00695,3,0.7916980981826782
test_00696,4,0.7703027129173279
test_00697,5,0.6652252078056335
test_00698,3,0.9910228252410889
test_00699,3,0.9117386937141418
test_00700,5,0.9647782444953918
test_00701,1,0.9435853958129883
test_00702,2,0.9432293176651001
test_00703,3,0.989575207233429
test_00704,1,0.8751050233840942
test_00705,4,0.985240638256073
test_00706,0,0.6287717819213867
test_00707,4,0.5067911148071289
test_00708,2,0.9873641133308411
test_00709,2,0.9063374400138855
test_00710,2,0.9098591208457947
test_00711,5,0.9971475005149841
test_00712,1,0.91532963514328
test_00713,4,0.6801707744598389
test_00714,0,0.9670905470848083
test_00715,0,0.6172581315040588
test_00716,2,0.7981504201889038
test_00717,0,0.37100499868392944
test_00718,5,0.9907748103141785
test_00719,4,0.9343286156654358
test_00720,1,0.7576205134391785
test_00721,2,0.9424686431884766
test_00722,3,0.9772368669509888
test_00723,3,0.9745153784751892
test_00724,2,0.6643915176391602
test_00725,4,0.4941282570362091
test_00726,0,0.7285013794898987
test_00727,3,0.9980809688568115
test_00728,3,0.42900577187538147
test_00729,3,0.6286317110061646
test_00730,1,0.7935437560081482
test_00731,3,0.9770246744155884
test_00732,5,0.9218711256980896
test_00733,1,0.9252387881278992
test_00734,1,0.9718736410140991
test_00735,5,0.9683902859687805
test_00736,1,0.9877553582191467
test_00737,2,0.6029595732688904
test_00738,2,0.6046613454818726
test_00739,4,0.6134450435638428
test_00740,1,0.9415079355239868
test_00741,0,0.9986281394958496
test_00742,4,0.5339576601982117
test_00743,5,0.8777373433113098
test_00744,4,0.988893449306488
test_00745,2,0.8437477946281433
test_00746,5,0.9902513027191162
test_00747,2,0.5975158214569092
test_00748,1,0.8466741442680359
test_00749,4,0.9479072093963623
test_00750,2,0.5165303945541382
test_00751,0,0.9914205074310303
test_00752,4,0.853422224521637
test_00753,5,0.7299837470054626
test_00754,1,0.9763990044593811
test_00755,2,0.5554417371749878
test_00756,4,0.8988842368125916
test_00757,2,0.9857437014579773
test_00758,3,0.8331979513168335
test_00759,0,0.633813202381134
test_00760,2,0.807154655456543
test_00761,4,0.7499758005142212
test_00762,1,0.9302589297294617
test_00763,0,0.6257925033569336
test_00764,0,0.9962228536605835
test_00765,1,0.7759565114974976
test_00766,2,0.49743568897247314
test_00767,1,0.9386227130889893
test_00768,4,0.9717956185340881
test_00769,5,0.8271505236625671
test_00770,3,0.9023023843765259
test_00771,4,0.9610185623168945
test_00772,2,0.5385957956314087
test_00773,2,0.5573285818099976
test_00774,0,0.7271249890327454
test_00775,0,0.3833308219909668
test_00776,1,0.49680769443511963
test_00777,2,0.8484330177307129
test_00778,3,0.9578654170036316
test_00779,5,0.9907053112983704
test_00780,0,0.9237986207008362
test_00781,3,0.5280491709709167
test_00782,4,0.346675306558609
test_00783,5,0.646746039390564
test_00784,3,0.7575370073318481
test_00785,1,0.9435038566589355
test_00786,4,0.9952086806297302
test_00787,2,0.962894856929779
test_00788,3,0.9869693517684937
test_00789,3,0.9909991025924683
test_00790,5,0.8152561187744141
test_00791,5,0.8677310943603516
test_00792,1,0.9685344696044922
test_00793,0,0.9958412051200867
test_00794,1,0.6487187147140503
test_00795,3,0.637853741645813
test_00796,4,0.5183401703834534
test_00797,0,0.4423922896385193
test_00798,1,0.4522746801376343
test_00799,4,0.683398962020874
test_00800,0,0.6487417817115784
test_00801,2,0.9490087032318115
test_00802,3,0.977440357208252
test_00803,2,0.8297187685966492
test_00804,3,0.78035569190979
test_00805,1,0.5968983173370361
test_00806,5,0.6756889224052429
test_00807,2,0.9918249249458313
test_00808,4,0.9641806483268738
test_00809,5,0.6286771893501282
test_00810,0,0.9888054132461548
test_00811,2,0.9784961342811584
test_00812,5,0.9181169867515564
test_00813,0,0.8619319796562195
test_00814,4,0.7349528074264526
test_00815,2,0.7089191675186157
test_00816,3,0.5450254082679749
test_00817,0,0.5452251434326172
test_00818,2,0.5765001177787781
test_00819,3,0.6098156571388245
test_00820,2,0.9628280997276306
test_00821,4,0.5191539525985718
test_00822,5,0.9595353007316589
test_00823,4,0.516518771648407
test_00824,0,0.9739916324615479
test_00825,3,0.9612203240394592
test_00826,0,0.9630764722824097
test_00827,5,0.9998083710670471
test_00828,3,0.8989064693450928
test_00829,3,0.6636769771575928
test_00830,2,0.9048962593078613
test_00831,0,0.609312117099762
test_00832,0,0.9673004150390625
test_00833,0,0.7167450785636902
test_00834,5,0.8440770506858826
test_00835,5,0.814728319644928
test_00836,2,0.9433507919311523
test_00837,3,0.8180789947509766
test_00838,4,0.5687366127967834
test_00839,2,0.8932905793190002
test_00840,0,0.9844245910644531
test_00841,2,0.9330757856369019
test_00842,0,0.9985818862915039
test_00843,1,0.888419508934021
test_00844,5,0.6739516854286194
test_00845,4,0.48671120405197144
test_00846,0,0.8133416175842285
test_00847,0,0.9531432390213013
test_00848,4,0.5792494416236877
test_00849,5,0.8674230575561523
test_00850,5,0.7677568197250366
test_00851,3,0.9865461587905884
test_00852,4,0.6537025570869446
test_00853,0,0.6938893795013428
test_00854,1,0.4354919493198395
test_00855,2,0.8779630064964294
test_00856,3,0.6169702410697937
test_00857,5,0.8021222949028015
test_00858,5,0.994159460067749
test_00859,1,0.983488142490387
test_00860,3,0.7650533318519592
test_00861,1,0.9534146189689636
test_00862,2,0.7198851108551025
test_00863,1,0.9789770841598511
test_00864,1,0.4816959500312805
test_00865,1,0.9934782981872559
test_00866,4,0.9484418630599976
test_00867,1,0.96406090259552
test_00868,2,0.666047990322113
test_00869,0,0.9784125685691833
test_00870,3,0.9234207272529602
test_00871,2,0.9298433661460876
test_00872,3,0.9212071299552917
test_00873,0,0.3645703196525574
test_00874,1,0.9503813982009888
test_00875,2,0.8309877514839172
test_00876,4,0.5289365649223328
test_00877,0,0.9665466547012329
test_00878,0,0.9428600668907166
test_00879,2,0.908043622970581
